exp,epoch,horizon_steps,event,group,peak,mse_h,mse_u,mse_v,mse_mean,csi_all,csi_int,bias_mean,wet_frac_pred,wet_frac_gt,wet_frac_delta,false_pos_rate,false_neg_rate
E2_Baseline,700,12,Group_2_peak_1600_Group_2_peak_1600_0_0-80_interpolated.pkl,2,1600,0.35523667945151643,0.08380434725026199,0.021505982995459486,0.1535156698990793,0.5315436241610738,0.5270087124878994,-0.20651451008460361,0.18360027209201657,0.3041246676148661,-0.12052439552284955,0.015274256384886525,0.13579865190773607
E2_Baseline,700,24,Group_2_peak_1600_Group_2_peak_1600_0_0-80_interpolated.pkl,2,1600,0.29198454211487485,0.05330965636823257,0.011951379278646476,0.11908185925391797,0.32640405275569917,0.32344942538819194,-0.17163727578497,0.6022509430461938,0.33065363923072166,0.2715973038154721,0.3742502009770577,0.10265289716158556
E2_Baseline,700,6,Group_4_peak_2000_Group_4_peak_2000_0_0-80_interpolated.pkl,4,2000,0.04878922458818464,0.02429026144086734,0.0040340482372932494,0.02570451142211508,0.8331762488218661,0.8291505791505791,-0.04003301597719297,0.1110630140374745,0.12330715478325398,-0.01224414074577948,0.004823449384701008,0.017067590130480488
E2_Baseline,700,12,Group_4_peak_2000_Group_4_peak_2000_0_0-80_interpolated.pkl,4,2000,1.1350415812630994,0.2679241539267661,0.05326016077703119,0.4854086319889655,0.4369489440229649,0.4311166355914647,-0.3694334850484664,0.13802485931605962,0.2891596067033579,-0.15113474738729826,0.009337703296023746,0.160472450683322
E2_Baseline,700,24,Group_4_peak_2000_Group_4_peak_2000_0_0-80_interpolated.pkl,4,2000,0.423718952512406,0.08168838156708483,0.018380950638022437,0.17459609490583775,0.286476393704988,0.28329016700902027,-0.20082948026656514,0.5937789870756293,0.2947869643188424,0.2989920227567869,0.39762537876445486,0.09863335600766805
E2_Baseline,700,6,Group_1_peak_1200_Group_1_peak_1200_0_0-80_interpolated.pkl,1,1200,0.03352834357975473,0.014037940140908662,0.002737489967689519,0.016767924562784305,0.8470588235294118,0.844100580270793,-0.018327990074221406,0.1542885412157566,0.14049842310308577,0.013790118112670835,0.019355636633479684,0.0055655185208088554
E2_Baseline,700,12,Group_1_peak_1200_Group_1_peak_1200_0_0-80_interpolated.pkl,1,1200,0.2357614635024966,0.06414200448031608,0.012646856297401388,0.10418344142673802,0.66553480475382,0.6614289221703904,-0.13231893464767175,0.1852080885535836,0.2332570651165667,-0.0480489765629831,0.01861356749737184,0.06666254406035496
E2_Baseline,700,24,Group_1_peak_1200_Group_1_peak_1200_0_0-80_interpolated.pkl,1,1200,0.3091368733432992,0.07091073633607138,0.013950795166707924,0.1313328016153595,0.30365775791298,0.30046733253917346,-0.16107006755921094,0.5955104817265475,0.28210994991033334,0.3134005318162142,0.3927400902850782,0.07933955846886402
E2_Baseline,700,6,Group_1_peak_2400_Group_1_peak_2400_0_0-80_interpolated.pkl,1,2400,0.10799830392849988,0.024510997480153302,0.007465217692859957,0.046658173033837715,0.7649253731343284,0.7624633431085044,-0.09781565626980783,0.23276235235916146,0.28755179024179084,-0.05478943788262938,0.00766804773978109,0.06245748562241049
E2_Baseline,700,12,Group_1_peak_2400_Group_1_peak_2400_0_0-80_interpolated.pkl,1,2400,0.5714246326362348,0.10481695081814049,0.03626571879141752,0.23750243408193092,0.5142265193370166,0.5108484005563282,-0.3162000794245872,0.23789499721724075,0.43386308824438813,-0.19596809102714738,0.010760002473563787,0.20672809350071114
E2_Baseline,700,24,Group_1_peak_2400_Group_1_peak_2400_0_0-80_interpolated.pkl,1,2400,0.8388934346489335,0.13428315303869745,0.04111051506538189,0.338095700917671,0.381288199341796,0.3788546255506608,-0.42405198976949476,0.5780718570280131,0.5058437944468493,0.07222806258116377,0.2802547770700637,0.2080267144888999
